HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD2151,2450830.96470,2.23,1.92,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru02.81
HD2151,2450830.96589,-1.67,2.01,UCLES,-1.0000,-1.0000,0.7438,0.0012,ru02.82
HD2151,2451212.91669,-2.35,1.87,UCLES,-1.0000,-1.0000,0.7422,0.0012,ru10.79
HD2151,2451413.15347,5.82,1.99,UCLES,-1.0000,-1.0000,0.7413,0.0013,ru14.225
HD2151,2451413.15928,3.21,1.93,UCLES,-1.0000,-1.0000,0.7419,0.00096,ru14.226
HD2151,2451683.33119,-1.84,2.01,UCLES,-1.0000,-1.0000,0.7337,0.0018,ru19.125
HD2151,2451706.84625,-3.34,1.07,UCLES,-1.0000,-1.0000,0.7386,0.0011,ru22.11
HD2151,2451706.84790,-1.14,1.00,UCLES,-1.0000,-1.0000,0.7377,0.0011,ru22.12
HD2151,2451706.84946,-2.68,0.94,UCLES,-1.0000,-1.0000,0.7372,0.0011,ru22.13
HD2151,2451706.85102,-4.02,1.03,UCLES,-1.0000,-1.0000,0.7390,0.0011,ru22.14
HD2151,2451706.85246,-4.35,1.15,UCLES,-1.0000,-1.0000,0.7368,0.0013,ru22.15
HD2151,2451706.85378,0.02,1.15,UCLES,-1.0000,-1.0000,0.7373,0.0012,ru22.16
HD2151,2451706.85510,-5.46,1.20,UCLES,-1.0000,-1.0000,0.7392,0.0012,ru22.17
HD2151,2451706.85643,-4.84,1.02,UCLES,-1.0000,-1.0000,0.7367,0.0013,ru22.18
HD2151,2451706.85775,-5.02,1.11,UCLES,-1.0000,-1.0000,0.7398,0.0012,ru22.19
HD2151,2451706.85902,-2.67,1.17,UCLES,-1.0000,-1.0000,0.7389,0.0013,ru22.20
HD2151,2451706.86024,-2.27,1.25,UCLES,-1.0000,-1.0000,0.7395,0.0012,ru22.21
HD2151,2451706.86146,-1.54,1.13,UCLES,-1.0000,-1.0000,0.7377,0.0013,ru22.22
HD2151,2451706.86267,-0.40,1.09,UCLES,-1.0000,-1.0000,0.7374,0.0012,ru22.23
HD2151,2451706.86390,-1.01,1.20,UCLES,-1.0000,-1.0000,0.7390,0.0013,ru22.24
HD2151,2451706.86512,-3.14,1.24,UCLES,-1.0000,-1.0000,0.7391,0.0014,ru22.25
HD2151,2451706.86633,-2.46,1.22,UCLES,-1.0000,-1.0000,0.7358,0.0015,ru22.26
HD2151,2451706.86755,-3.40,1.09,UCLES,-1.0000,-1.0000,0.7377,0.0013,ru22.27
HD2151,2451706.86877,-4.52,1.17,UCLES,-1.0000,-1.0000,0.7375,0.0014,ru22.28
HD2151,2451706.86999,0.12,1.26,UCLES,-1.0000,-1.0000,0.7390,0.0013,ru22.29
HD2151,2451706.87120,-0.94,1.33,UCLES,-1.0000,-1.0000,0.7384,0.0016,ru22.30
