,HD,JD,RVel,e_RVel,Sind,e_Sind,Hind,e_Hind,EWHa,e_EWHa,RHKp,e_RHKp,BIS,FWHM,Tel,Bibcode
0,19373,2452188.07831,-2.31,1.68,0.1292,-1,-1.0,-1,-1,-1,-1,-1,0,-1,HIRES-pre,2017yCat..51530208B
1,19373,2452219.07059,2.67,1.64,0.1226,-1,-1.0,-1,-1,-1,-1,-1,0,-1,HIRES-pre,2017yCat..51530208B
2,19373,2452220.02332,10.89,2.06,0.1398,-1,-1.0,-1,-1,-1,-1,-1,0,-1,HIRES-pre,2017yCat..51530208B
3,19373,2452307.74488,-4.8,1.85,0.1472,-1,-1.0,-1,-1,-1,-1,-1,0,-1,HIRES-pre,2017yCat..51530208B
4,19373,2452536.97091,4.24,1.57,0.1234,-1,-1.0,-1,-1,-1,-1,-1,0,-1,HIRES-pre,2017yCat..51530208B
5,19373,2452572.90032,1.51,1.51,0.1355,-1,-1.0,-1,-1,-1,-1,-1,0,-1,HIRES-pre,2017yCat..51530208B
6,19373,2452573.96501,-0.55,1.57,0.1285,-1,-1.0,-1,-1,-1,-1,-1,0,-1,HIRES-pre,2017yCat..51530208B
7,19373,2452574.97852,1.55,1.72,0.1282,-1,-1.0,-1,-1,-1,-1,-1,0,-1,HIRES-pre,2017yCat..51530208B
8,19373,2452850.13091,-1.46,1.58,0.1298,-1,-1.0,-1,-1,-1,-1,-1,0,-1,HIRES-pre,2017yCat..51530208B
9,19373,2452987.83809,-0.77,1.52,0.1276,-1,-1.0,-1,-1,-1,-1,-1,0,-1,HIRES-pre,2017yCat..51530208B
10,19373,2453240.03661,1.78,1.57,0.1376,-1,0.0299,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
11,19373,2453302.99507,4.5,1.57,0.1228,-1,0.02975,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
12,19373,2453338.83407,-4.57,1.46,0.1436,-1,0.03002,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
13,19373,2453338.83471,-4.06,1.4,0.1413,-1,0.03005,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
14,19373,2453338.83534,0.27,1.5,0.1416,-1,0.03004,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
15,19373,2453369.78534,2.17,1.44,0.1383,-1,0.02999,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
16,19373,2453369.78591,0.12,1.39,0.1412,-1,0.02996,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
17,19373,2453369.78651,0.15,1.48,0.1395,-1,0.02995,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
18,19373,2453723.86051,2.59,1.45,0.1224,-1,0.02987,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
19,19373,2453723.86115,2.65,1.5,0.1231,-1,0.02988,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
20,19373,2453723.86179,-1.63,1.31,0.1241,-1,0.02988,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
21,19373,2453723.86241,1.56,1.4,0.1286,-1,0.02992,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
22,19373,2453723.86304,-0.32,1.4,0.1213,-1,0.02988,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
23,19373,2453746.81902,1.49,1.27,0.1315,-1,0.0299,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
24,19373,2453746.81964,4.31,1.51,0.1294,-1,0.02992,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
25,19373,2453746.82029,3.78,1.34,0.1351,-1,0.02996,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
26,19373,2453746.82094,3.4,1.46,0.1329,-1,0.0299,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
27,19373,2453746.82159,-1.53,1.39,0.132,-1,0.02995,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
28,19373,2453747.84839,-0.1,1.39,0.1443,-1,0.0299,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
29,19373,2453747.8491,1.3,1.3,0.138,-1,0.02989,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
30,19373,2453747.84976,-1.36,1.29,0.143,-1,0.02986,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
31,19373,2453748.90237,0.05,1.34,0.1399,-1,0.02991,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
32,19373,2453748.9031,-1.26,1.39,0.1416,-1,0.0299,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
33,19373,2453748.90379,-3.6,1.24,0.1372,-1,0.02991,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
34,19373,2453749.74766,1.92,1.37,0.1317,-1,0.02996,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
35,19373,2453749.74922,1.88,1.2,0.1343,-1,0.02998,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
36,19373,2453749.74984,3.14,1.15,0.1321,-1,0.02993,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
37,19373,2453749.75058,-1.55,1.25,0.1331,-1,0.02991,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
38,19373,2453749.75117,-0.93,1.21,0.1341,-1,0.02993,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
39,19373,2453750.74596,1.8,1.17,0.1331,-1,0.02987,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
40,19373,2453750.74669,3.29,1.15,0.1308,-1,0.02991,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
41,19373,2453750.74728,3.2,1.18,0.1281,-1,0.02995,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
42,19373,2453750.74785,6.38,1.23,0.1323,-1,0.02999,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
43,19373,2453750.74843,7.01,1.24,0.1341,-1,0.02987,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
44,19373,2453751.73175,-0.73,1.26,0.1382,-1,0.0299,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
45,19373,2453751.73234,-1.25,1.46,0.135,-1,0.03003,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
46,19373,2453751.73304,-1.89,1.26,0.1371,-1,0.03001,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
47,19373,2453751.73362,0.4,1.34,0.1387,-1,0.0299,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
48,19373,2453751.73422,-1.16,1.21,0.1374,-1,0.02999,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
