,HD,JD,RVel,e_RVel,Sind,e_Sind,Hind,e_Hind,EWHa,e_EWHa,RHKp,e_RHKp,BIS,FWHM,Tel,Bibcode
13,115404,2450583.4198,7602.334202,7.268017,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.51595,ELODIE,2004PASP..116..693M
14,115404,2450857.6748,7615.414159,7.084292,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.46414,ELODIE,2004PASP..116..693M
15,115404,2450940.4054,7606.646997,7.715037,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.532435,ELODIE,2004PASP..116..693M
16,115404,2451238.5729,7630.129104,8.010005,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.504175,ELODIE,2004PASP..116..693M
17,115404,2451266.5413,7604.079921,9.061611,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.52537,ELODIE,2004PASP..116..693M
18,115404,2451559.7056,7615.07367,7.39471,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.45001,ELODIE,2004PASP..116..693M
19,115404,2451626.5339,7644.751729,9.731746,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.53008,ELODIE,2004PASP..116..693M
20,115404,2451687.4344,7625.331734,7.93337,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.607795,ELODIE,2004PASP..116..693M
21,115404,2451901.706,7603.261385,7.566321,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.50182,ELODIE,2004PASP..116..693M
22,115404,2452007.5645,7583.77663,11.363672,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.69022,ELODIE,2004PASP..116..693M
23,115404,2452038.5087,7603.76647,7.317068,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.51595,ELODIE,2004PASP..116..693M
24,115404,2452075.4274,7615.004349,7.927412,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.59131,ELODIE,2004PASP..116..693M
25,115404,2452306.6848,7645.548423,7.980766,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.490045,ELODIE,2004PASP..116..693M
26,115404,2452356.5644,7628.712047,8.913182,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.45943,ELODIE,2004PASP..116..693M
27,115404,2452385.4322,7649.132569,8.549259,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.51124,ELODIE,2004PASP..116..693M
28,115404,2452414.4003,7586.903058,7.211201,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.53479,ELODIE,2004PASP..116..693M
29,115404,2452638.7065,7655.939414,7.659731,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.45001,ELODIE,2004PASP..116..693M
30,115404,2452681.6486,7631.705316,7.543444,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.504175,ELODIE,2004PASP..116..693M
31,115404,2452720.6589,7621.072508,8.582022,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.546565,ELODIE,2004PASP..116..693M
32,115404,2452776.481,7637.894181,7.21325,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.541855,ELODIE,2004PASP..116..693M
33,115404,2452803.4015,7631.195342,7.834107,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.66196,ELODIE,2004PASP..116..693M
34,115404,2453060.5583,7692.800913,34.335356,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.48769,ELODIE,2004PASP..116..693M
35,115404,2453102.4928,7668.867145,8.164861,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.494755,ELODIE,2004PASP..116..693M
36,115404,2453165.4018,7657.906491,7.678788,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,11.659605,ELODIE,2004PASP..116..693M
1,115404,2452308.11823,-1.59,1.65,0.4516,1e-06,-1.0,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017AJ....153..208B
2,115404,2452332.99107,-20.08,1.29,0.453,1e-06,-1.0,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017AJ....153..208B
3,115404,2452334.07577,-35.75,1.44,0.4178,1e-06,-1.0,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017AJ....153..208B
4,115404,2452335.0587999998,-30.82,1.45,0.4034,1e-06,-1.0,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017AJ....153..208B
5,115404,2452654.16574,0.0,1.55,0.4267,1e-06,-1.0,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017AJ....153..208B
6,115404,2452804.96045,-21.62,1.42,0.355,1e-06,-1.0,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017AJ....153..208B
7,115404,2453046.06535,-16.11,1.58,0.3959,1e-06,-1.0,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017AJ....153..208B
8,115404,2453240.7619,-11.15,1.39,0.5622,1e-06,0.03908,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-post,2017AJ....153..208B
9,115404,2453399.09479,4.97,1.31,0.4423,1e-06,0.03818,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-post,2017AJ....153..208B
10,115404,2453483.91723,-4.38,1.41,0.4386,1e-06,0.03917,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-post,2017AJ....153..208B
11,115404,2453841.91177,-5.65,1.2,0.4725,1e-06,0.03879,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-post,2017AJ....153..208B
12,115404,2455255.88428,31.65,1.31,0.5005,1e-06,0.03827,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-post,2017AJ....153..208B
13,115404,2455339.88799,31.31,1.39,0.4822,1e-06,0.03877,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-post,2017AJ....153..208B
14,115404,2455993.00947,44.06,1.28,0.4558,1e-06,0.0384,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-post,2017AJ....153..208B
15,115404,2455993.01329,43.97,1.35,0.4659,1e-06,0.03848,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-post,2017AJ....153..208B
16,115404,2455993.01677,44.08,1.33,0.4697,1e-06,0.03849,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-post,2017AJ....153..208B
17,115404,2456114.79896,30.79,1.64,0.4804,1e-06,0.03903,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-post,2017AJ....153..208B
18,115404,2456855.7474,58.59,1.52,0.5156,1e-06,0.03889,1e-06,-1,-1,-1,-1,0,-1.0,HIRES-post,2017AJ....153..208B
1,115404,2452308.118229,-50.79,1.484648,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,-1.0,HIRES-Pre,2021ApJS..255....8R
2,115404,2452332.991065,-71.55,1.274654,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,-1.0,HIRES-Pre,2021ApJS..255....8R
3,115404,2452334.075775,-85.53,1.330127,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,-1.0,HIRES-Pre,2021ApJS..255....8R
4,115404,2452335.058796,-80.5,1.464412,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,-1.0,HIRES-Pre,2021ApJS..255....8R
5,115404,2452654.165741,-47.92,1.488136,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,-1.0,HIRES-Pre,2021ApJS..255....8R
6,115404,2452804.960451,-69.31,1.359474,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,-1.0,HIRES-Pre,2021ApJS..255....8R
7,115404,2453046.065347,-63.86,1.37949,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,-1.0,HIRES-Pre,2021ApJS..255....8R
0,115404,2457053.65097284,7829.91361618042,0.538397,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7272.43,SOPHIE-pre,2004PASP..116..693M
1,115404,2460081.46043805,7846.851348876949,2.58881,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,9291.25,SOPHIE-post,2004PASP..116..693M
2,115404,2456017.46961406,7836.34614944458,0.476568,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7289.32,SOPHIE-pre,2004PASP..116..693M
3,115404,2454893.54592521,7811.75518035889,0.623189,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7265.73,SOPHIE-pre,2004PASP..116..693M
4,115404,2457801.58542366,7850.45909881592,0.788449,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7235.75,SOPHIE-post,2004PASP..116..693M
5,115404,2454570.50002533,7841.78829193115,62.3036,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7515.17,SOPHIE-pre,2004PASP..116..693M
6,115404,2454595.42122748,7809.86261367798,0.904477,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7244.87,SOPHIE-pre,2004PASP..116..693M
7,115404,2455282.57836489,7800.6649017334,0.5868800000000001,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7258.82,SOPHIE-pre,2004PASP..116..693M
8,115404,2455992.62293746,7830.43146133423,0.852227,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7267.36,SOPHIE-pre,2004PASP..116..693M
9,115404,2458288.38230012,7866.60814285278,0.480092,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7236.679999999999,SOPHIE-post,2004PASP..116..693M
10,115404,2455584.65601349,7812.75844573975,0.5277590000000001,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7318.58,SOPHIE-pre,2004PASP..116..693M
11,115404,2454514.62471076,7789.93892669678,0.587742,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7302.570000000001,SOPHIE-pre,2004PASP..116..693M
12,115404,2455998.60840614,7822.98946380615,0.4671659999999999,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7288.77,SOPHIE-pre,2004PASP..116..693M
13,115404,2455008.36844879,7806.21480941772,0.467823,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7282.6,SOPHIE-pre,2004PASP..116..693M
14,115404,2456319.68505337,7820.4550743103,0.718004,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7264.81,SOPHIE-pre,2004PASP..116..693M
15,115404,2457165.393613,7860.99576950073,0.559645,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7292.6,SOPHIE-pre,2004PASP..116..693M
16,115404,2457849.51156482,7837.30888366699,0.522003,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7205.69,SOPHIE-post,2004PASP..116..693M
17,115404,2457176.38937471,7847.64194488525,0.458129,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7318.900000000001,SOPHIE-pre,2004PASP..116..693M
18,115404,2455661.42215186,7807.31630325317,0.390782,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7319.67,SOPHIE-pre,2004PASP..116..693M
19,115404,2457562.38965717,7859.72166061401,0.479302,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7424.15,SOPHIE-pre,2004PASP..116..693M
20,115404,2456712.59384948,7824.15914535522,0.518431,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7321.01,SOPHIE-pre,2004PASP..116..693M
21,115404,2454571.45846631,7808.83312225342,1.4756,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7292.63,SOPHIE-pre,2004PASP..116..693M
22,115404,2457126.53868291,7857.13148117065,0.435875,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7328.03,SOPHIE-pre,2004PASP..116..693M
23,115404,2457942.40631284,7839.56670761108,0.504105,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7240.59,SOPHIE-post,2004PASP..116..693M
24,115404,2457503.53710575,7849.9755859375,0.741871,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7315.87,SOPHIE-pre,2004PASP..116..693M
25,115404,2454569.50594704,7815.25373458862,0.919257,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7305.17,SOPHIE-pre,2004PASP..116..693M
26,115404,2454572.47130281,7805.08375167847,1.35508,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,7276.45,SOPHIE-pre,2004PASP..116..693M
