,HD,JD,RVel,e_RVel,Sind,e_Sind,Hind,e_Hind,EWHa,e_EWHa,RHKp,e_RHKp,BIS,FWHM,Tel,Bibcode
0,166620,2450602.03578,6.95,1.16,0.2123,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
1,166620,2450602.98119,3.61,1.17,0.1998,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
2,166620,2450603.94763,1.72,1.13,0.2048,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
3,166620,2450605.01419,-0.44,1.18,0.199,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
4,166620,2450605.84027,0.65,1.13,0.2073,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
5,166620,2450606.10343,-1.76,1.22,0.2007,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
6,166620,2450606.92719,-4.39,1.36,0.1895,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
7,166620,2450607.90802,-3.95,1.23,0.1902,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
8,166620,2453238.83287,2.22,1.21,0.1776,-1,0.03505,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
9,166620,2453238.83486,0.56,1.29,0.1779,-1,0.03511,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
10,166620,2453301.75444,0.83,1.47,0.176,-1,0.03529,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
11,166620,2453431.17222,-1.41,1.3,0.172,-1,0.03515,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
12,166620,2453431.17355,-0.01,1.19,0.173,-1,0.0351,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
13,166620,2453431.17496,-0.45,1.23,0.1736,-1,0.03513,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
14,166620,2453548.00981,3.52,1.29,0.1633,-1,0.03518,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
15,166620,2453548.01088,2.9,1.11,0.1673,-1,0.03519,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
16,166620,2453548.01197,4.59,1.19,0.1611,-1,0.03516,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
17,166620,2453604.8885,0.24,1.2,0.1779,-1,0.03502,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
18,166620,2453604.8897,2.25,1.09,0.1742,-1,0.03503,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
19,166620,2453604.89091,1.68,1.1,0.1719,-1,0.035,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
20,166620,2453933.91328,-0.66,1.15,0.1657,-1,0.03512,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
21,166620,2453933.91438,-4.04,1.24,0.1659,-1,0.0352,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
22,166620,2453933.91545,-0.37,1.17,0.1694,-1,0.03514,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
23,166620,2454634.02094,5.99,1.51,0.1545,-1,0.03525,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
24,166620,2454635.9412,1.15,1.42,0.1694,-1,0.03505,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
25,166620,2454637.0083,1.65,1.38,0.1664,-1,0.03511,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
26,166620,2454637.93343,0.0,1.19,0.1677,-1,0.03504,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
27,166620,2454638.81535,-2.03,1.47,0.1786,-1,0.03507,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
28,166620,2454639.99026,3.64,1.38,0.1754,-1,0.03501,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
29,166620,2454641.08458,3.43,1.47,0.1737,-1,0.03517,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
30,166620,2454641.94637,5.18,1.39,0.1716,-1,0.03508,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
31,166620,2454644.07961,0.64,1.52,0.1816,-1,0.03513,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
